,gene,bimodal,expo,gamma,longtail,other,winner
580,5730403M16Rik,1.0,1.0,2.0,,,gamma
581,5730406M06Rik,,,,,1.0,other
582,5730408K05Rik,,,2.0,,,gamma
583,5730409E04Rik,,,1.0,,,gamma
584,5730409G15Rik,,1.0,3.0,,,gamma
585,5730410E15Rik,,,1.0,,,gamma
586,5730410I19Rik,,1.0,,,4.0,other
587,5730420D15Rik,,,1.0,,,gamma
588,5730427N09Rik,,,1.0,,,gamma
589,5730437N04Rik,,,,,2.0,other
590,5730442P18Rik,,,1.0,,,gamma
591,5730446C15Rik,,,2.0,1.0,1.0,gamma
592,5730449L18Rik,,1.0,,,,expo
593,5730453I16Rik,,3.0,4.0,,1.0,gamma
594,5730455O13Rik,,,1.0,,,gamma
595,5730471H19Rik,,1.0,,,,expo
596,5730494M16Rik,,3.0,,1.0,,expo
597,5730494N06Rik,,1.0,,,,expo
598,5730507A09Rik,,1.0,,,,expo
599,5730507C01Rik,,3.0,,,1.0,expo
600,5730528L13Rik,,1.0,,,,expo
601,5730577I03Rik,,1.0,,,3.0,other
602,5730589K01Rik,,,1.0,,,gamma
603,5730590G19Rik,,,,,4.0,other
604,5730593F17Rik,,1.0,,,,expo
605,5730596K20Rik,1.0,,4.0,,,gamma
606,5830405N20Rik,,3.0,2.0,,,expo
607,5830409B07Rik,,,1.0,,,gamma
608,5830411G16Rik,,,1.0,,,gamma
609,5830415L20Rik,,1.0,,1.0,3.0,other
610,5830418P13Rik,,1.0,,,,expo
611,5830427D03Rik,,,1.0,,4.0,other
612,5830434P21Rik,,1.0,,,,expo
613,5830444B04Rik,,1.0,,,,expo
614,5830454E08Rik,,,1.0,,,gamma
615,5830457O10Rik,,,2.0,,4.0,other
616,5830472M02Rik,,1.0,3.0,,4.0,other
617,5830482F20Rik,,,1.0,,,gamma
618,5930416I19Rik,,,,,1.0,other
619,5930434B04Rik,,2.0,,1.0,3.0,other
620,6030408C04Rik,,4.0,3.0,,,expo
621,6030429G01Rik,,,2.0,,3.0,other
622,6030443J06Rik,,,1.0,,,gamma
623,6030446N20Rik,,3.0,,,1.0,expo
624,6030458C11Rik,,1.0,,,,expo
625,6030468B19Rik,,,1.0,,,gamma
626,6230416J20Rik,,4.0,,,,expo
627,6330403A02Rik,,1.0,,,,expo
628,6330403K07Rik,,2.0,4.0,,,gamma
629,6330403L08Rik,,1.0,,,,expo
630,6330406I15Rik,,1.0,,,,expo
631,6330407J23Rik,,1.0,,,,expo
632,6330416G13Rik,,1.0,1.0,2.0,,longtail
633,6330439K17Rik,,1.0,,,,expo
634,6330442E10Rik,,,1.0,,,gamma
635,6330500D04Rik,,,1.0,,,gamma
636,6330503C03Rik,,,,,4.0,other
637,6330503K22Rik,,,4.0,,,gamma
638,6330505N24Rik,,4.0,1.0,,,expo
639,6330548G22Rik,,,1.0,,,gamma
640,6330549D23Rik,,,,,1.0,other
641,6330569M22Rik,,,,,1.0,other
642,6330578E17Rik,,,1.0,,,gamma
643,6430510M02Rik,2.0,1.0,1.0,,1.0,bimodal
644,6430517E21Rik,,,,,1.0,other
645,6430526N21Rik,,4.0,,1.0,,expo
646,6430527G18Rik,,,1.0,,,gamma
647,6430571L13Rik,,2.0,4.0,,,gamma
648,6430573F11Rik,,1.0,,,,expo
649,6430604K15Rik,1.0,,2.0,,1.0,gamma
650,6430706D22Rik,,,2.0,,4.0,other
651,6430706D22Rik ,,,2.0,,,gamma
652,6530402F18Rik,,1.0,,,,expo
653,6530403A03Rik,,,,,4.0,other
654,6530404N21Rik,,,1.0,,,gamma
655,6720458F09Rik,,,,,3.0,other
656,6720460F02Rik,,,5.0,,,gamma
657,6720463M24Rik,,4.0,,,,expo
658,6720467C03Rik,,4.0,2.0,,1.0,expo
659,6820408C15Rik,,1.0,,,,expo
660,6820431F20Rik,,,,,2.0,other
661,7530404M11Rik,,,4.0,,1.0,gamma
662,8430408G22Rik,,,,,1.0,other
663,8430410K20Rik,,,1.0,,,gamma
664,8430427H17Rik,,,5.0,,,gamma
665,8430431K14Rik,1.0,,,,,bimodal
666,8430432A02Rik,,,1.0,,,gamma
667,9030025P20Rik,,,1.0,,,gamma
668,9030205A07Rik,,1.0,,,,expo
669,9030421J09Rik,,,1.0,,,gamma
670,9030425E11Rik,,,1.0,,,gamma
671,9030607L17Rik,,1.0,,,,expo
672,9030612M13Rik,,,1.0,,,gamma
673,9030617O03Rik,,,1.0,1.0,2.0,other
674,9030619P08Rik,1.0,,,,,bimodal
675,9030624G23Rik,,,1.0,,2.0,other
676,9030625A04Rik,,,1.0,,,gamma
677,9130005N14Rik,,1.0,4.0,,,gamma
678,9130008F23Rik,1.0,,3.0,,1.0,gamma
679,9130011E15Rik,,,3.0,,2.0,gamma
680,9130017K11Rik,,,1.0,,,gamma
681,9130017N09Rik,,,,,1.0,other
682,9130019O22Rik,,1.0,4.0,,1.0,gamma
683,9130023H24Rik,,,2.0,,,gamma
684,9130024F11Rik,,,1.0,,,gamma
685,9130209A04Rik,,,,,1.0,other
686,9130211I03Rik,,,5.0,,,gamma
687,9130213A22Rik,,,1.0,,,gamma
688,9130213B05Rik,,,,,2.0,other
689,9130218O11Rik,,,1.0,,,gamma
690,9130227C08Rik,,1.0,4.0,,,gamma
691,9130230L23Rik,,,1.0,,,gamma
692,9130230N09Rik,,,1.0,,,gamma
693,9130401M01Rik,,,2.0,,,gamma
694,9130404D14Rik,,3.0,,,1.0,expo
695,9230102O04Rik,,,1.0,,,gamma
696,9230105E05Rik,,1.0,,,,expo
697,9330154J02Rik,,,1.0,,,gamma
698,9330159M07Rik,,1.0,,,,expo
699,9430008C03Rik,,,,,1.0,other
700,9430015G10Rik,,,2.0,,,gamma
701,9430020K01Rik,,,4.0,,1.0,gamma
702,9430028L06Rik,,,1.0,,,gamma
703,9430037G07Rik,,,,1.0,,longtail
704,9430041J12Rik,,,1.0,,,gamma
705,9430069I07Rik,,,1.0,,,gamma
706,9530008L14Rik,,,,,1.0,other
707,9530058B02Rik,,,,,1.0,other
708,9530068E07Rik,,,,,2.0,other
709,9530077C05Rik,,,4.0,,1.0,gamma
710,9530082P21Rik,,1.0,,,,expo
711,9530091C08Rik,,1.0,,,,expo
712,9530096D07Rik,,1.0,2.0,,1.0,gamma
713,9630025I21Rik,1.0,1.0,2.0,,1.0,gamma
714,9630031F12Rik,,,,,5.0,other
715,9630041N07Rik,,1.0,,,,expo
716,9630058J23Rik,,,1.0,,,gamma
717,9830001H06Rik,,1.0,,,,expo
718,9830144P21Rik,,,,1.0,,longtail
719,9830163H01Rik,,,,,4.0,other
720,9830167H18Rik,,,1.0,,,gamma
721,9930014A18Rik,,1.0,,,,expo
722,9930021D14Rik,1.0,,,,2.0,other
723,9930021J17Rik,,,1.0,,,gamma
724,9930022D16Rik,,,1.0,,,gamma
725,9930023K05Rik,,,1.0,,,gamma
726,9930104L06Rik,,4.0,,,,expo
727,9930111J21Rik,,1.0,1.0,,2.0,other
728,9930111J21Rik1,1.0,,,,,bimodal
729,A030007L17Rik,1.0,,,,3.0,other
730,A130038H09Rik,,,1.0,,,gamma
731,A130082M07Rik,,,1.0,,,gamma
732,A130092J06Rik,,1.0,,,,expo
733,A230046K03Rik,,1.0,1.0,,2.0,other
734,A230050P20Rik,,,1.0,,2.0,other
735,A230067G21Rik,1.0,4.0,,,,expo
736,A230106M15Rik,,,,1.0,,longtail
737,A330017A19Rik,,,1.0,,,gamma
738,A330021E22Rik,,,,,1.0,other
739,A330023F24Rik,,1.0,,,,expo
740,A330102K04Rik,,,1.0,,,gamma
741,A3galt2,,1.0,,,2.0,other
742,A430005L14Rik,,,5.0,,3.0,gamma
743,A430018G15Rik,,1.0,,,,expo
744,A430035B10Rik,,,1.0,,,gamma
745,A430041B07Rik,,,,,1.0,other
746,A430084P05Rik,,,1.0,,,gamma
747,A430104N18Rik,,,,,2.0,other
748,A430107D22Rik,,,1.0,,,gamma
749,A430107O13Rik,,1.0,,,,expo
750,A430107P09Rik,,,1.0,,4.0,other
751,A430110L20Rik,,1.0,,,,expo
752,A4galt,,,1.0,,,gamma
753,A4gnt,,,1.0,,,gamma
754,A530017D24Rik,,,,,1.0,other
755,A530021J07Rik,,2.0,,,,expo
756,A530032D15Rik,,1.0,4.0,,1.0,gamma
757,A530064D06Rik,,,1.0,,,gamma
758,A530082C11Rik,1.0,,,,3.0,other
759,A530088H08Rik,,,1.0,,,gamma
760,A630023P12Rik,,1.0,,,,expo
761,A630038E17Rik,,1.0,1.0,2.0,,longtail
762,A630042L21Rik,,,,,4.0,other
763,A630072M18Rik,,,2.0,,,gamma
764,A630091E08Rik,,,1.0,,,gamma
765,A730008H23Rik,,,,,4.0,other
766,A730008L03Rik,,1.0,,,,expo
767,A730011C13Rik,,,1.0,,,gamma
768,A730017C20Rik,,,1.0,,,gamma
769,A730036E13Rik,,1.0,,,,expo
770,A730085K08Rik,,1.0,,,,expo
771,A830007P12Rik,,,1.0,,,gamma
772,A830012C17Rik,,,1.0,,,gamma
773,A930001C03Rik,,1.0,,,,expo
774,A930001N09Rik,,,,,1.0,other
775,A930003A15Rik,,1.0,,,,expo
776,A930004D18Rik,,1.0,,,,expo
777,A930008G19Rik,1.0,,,,3.0,other
778,A930009N24,,,1.0,,,gamma
779,A930011G23Rik,,,1.0,,,gamma
780,A930012O16Rik,,,2.0,,,gamma
781,A930025D01Rik,,1.0,1.0,,2.0,other
782,A930038B10Rik,,,1.0,,,gamma
783,A930041I02Rik,,1.0,1.0,2.0,1.0,longtail
784,AA386476,,,,,1.0,other
785,AA388235,1.0,,,,,bimodal
786,AA407659,,1.0,4.0,,3.0,gamma
787,AA408296,,,,,4.0,other
788,AA409316,,,1.0,,4.0,other
789,AA414768,,1.0,,,2.0,other
790,AA467197,,1.0,3.0,,,gamma
791,AA881470,,4.0,,,1.0,expo
792,AA960436,,,1.0,,,gamma
793,AA986860,,,1.0,,,gamma
794,AB112350,1.0,,,,2.0,other
795,AB124611,1.0,,,,2.0,other
796,AB182283,,1.0,,,,expo
797,AC133103,,,2.0,,,gamma
798,AC151602,,1.0,,,,expo
799,AC168977,,,,,1.0,other
800,AF251705,,,,,1.0,other
801,AI316807,1.0,1.0,,2.0,1.0,longtail
802,AI428936,,,1.0,,,gamma
803,AI449175,,,5.0,,,gamma
804,AI450540,,,1.0,,,gamma
805,AI464131,,,1.0,,,gamma
806,AI467606,,,,,1.0,other
807,AI480526,,,1.0,,,gamma
808,AI503316,,,,,2.0,other
809,AI504432,,,2.0,,1.0,gamma
810,AI597468,,4.0,,,,expo
811,AI597479,,,2.0,,,gamma
812,AI607873,,,1.0,,,gamma
813,AI646023,,1.0,,,,expo
814,AI646383,,,2.0,,,gamma
815,AI661453,,1.0,,,,expo
816,AI662250,,1.0,,,,expo
817,AI747448,1.0,,,,,bimodal
818,AI846148,,,1.0,,,gamma
819,AI848100,,,1.0,,,gamma
820,AI851790,,,1.0,,,gamma
821,AI854703,,,1.0,,,gamma
822,AI894139,,3.0,1.0,,,expo
823,AI987692,,,1.0,,,gamma
824,AI987944,,,,,1.0,other
825,AK077428,,,,2.0,,longtail
826,AU018778,,,1.0,,,gamma
827,AU019823,,3.0,,1.0,1.0,expo
828,AU021092,,,,,1.0,other
829,AU021838,1.0,,1.0,,3.0,other
830,AU022252,1.0,,,,,bimodal
831,AU040829,,,1.0,,,gamma
832,AV064505,,,1.0,,,gamma
833,AV249152,,,4.0,,,gamma
834,AW011738,,,1.0,,,gamma
835,AW049604,,1.0,,,,expo
836,AW061290,,1.0,4.0,,,gamma
837,AW112010,,2.0,,1.0,,expo
838,AW121567,1.0,2.0,1.0,,1.0,expo
839,AW209491,,,2.0,,,gamma
840,AW544981,,,1.0,,,gamma
841,AW548124,,,3.0,,2.0,gamma
842,AW549877,,3.0,,,,expo
843,AW551984,,,1.0,,,gamma
844,AW554918,,,2.0,,,gamma
845,AY761185,,,1.0,,,gamma
846,Aaas,1.0,1.0,3.0,,5.0,other
847,Aacs,,,,3.0,1.0,longtail
848,Aadac,,,1.0,,,gamma
849,Aadacl1,,,1.0,,,gamma
850,Aagab,,,1.0,,2.0,other
851,Aak1,,2.0,4.0,,2.0,gamma
852,Aamdc,,1.0,2.0,,1.0,gamma
853,Aamp,2.0,,1.0,,1.0,bimodal
854,Aar2,,,2.0,,3.0,other
855,Aard,,,2.0,,,gamma
856,Aars2,,3.0,,,1.0,expo
857,Aasdh,,2.0,,,,expo
858,Aasdhppt,,,,,1.0,other
859,Aatf,,1.0,2.0,,1.0,gamma
860,Aatk,,1.0,,,,expo
861,Abat,,,1.0,,,gamma
862,Abca14,,,1.0,,,gamma
863,Abca2,,,1.0,,,gamma
864,Abca4,,1.0,,,,expo
865,Abca5,,1.0,,,,expo
866,Abca7,,1.0,2.0,,,gamma
867,Abca8a,,,1.0,,,gamma
868,Abcb10,,2.0,1.0,,1.0,expo
869,Abcb1a,,4.0,,,,expo
870,Abcb1b,,4.0,1.0,3.0,,expo
871,Abcb4,,,1.0,,,gamma
872,Abcb6,,4.0,,,2.0,expo
873,Abcb8,,1.0,3.0,,,gamma
874,Abcc1,,1.0,,,,expo
875,Abcc2,,1.0,,,,expo
876,Abcc3,,,2.0,,1.0,gamma
877,Abcc4,,,1.0,,2.0,other
878,Abcc5,1.0,6.0,4.0,2.0,1.0,expo
879,Abcc8,,,,,1.0,other
880,Abcc9,,1.0,,,,expo
881,Abcd1,,1.0,4.0,,2.0,gamma
882,Abcd2,,,1.0,,2.0,other
883,Abcd3,,1.0,3.0,,2.0,gamma
884,Abcd4,,,1.0,,,gamma
885,Abce1,,2.0,3.0,,,gamma
886,Abcf2,1.0,4.0,3.0,,1.0,expo
887,Abcf3,1.0,,2.0,,6.0,other
888,Abcg1,,,3.0,,,gamma
889,Abcg2,,2.0,3.0,,2.0,gamma
890,Abcg4,,1.0,,,2.0,other
891,Abhd11,,1.0,2.0,,3.0,other
892,Abhd12,,1.0,2.0,,1.0,gamma
893,Abhd13,,,2.0,,,gamma
894,Abhd14a,,,2.0,,,gamma
895,Abhd14b,,,5.0,2.0,1.0,gamma
896,Abhd16a,,2.0,1.0,1.0,,expo
897,Abhd16b,,1.0,,,,expo
898,Abhd17a,,,1.0,,,gamma
899,Abhd3,,1.0,,,,expo
900,Abhd4,,1.0,6.0,,1.0,gamma
901,Abhd5,1.0,2.0,,,4.0,other
902,Abhd6,,,2.0,,,gamma
903,Abhd7,,1.0,4.0,,,gamma
904,Abhd8,,1.0,,,,expo
905,Abi2,,4.0,2.0,,,expo
906,Abi3,,1.0,,,,expo
907,Abi3bp,1.0,,,,,bimodal
908,Abitram,,,1.0,,2.0,other
909,Ablim1,,,4.0,,,gamma
910,Ablim2,,,2.0,,1.0,gamma
911,Ablim3,,,1.0,,,gamma
912,Abp1,,,1.0,,,gamma
913,Abpb,,,,,1.0,other
914,Abraxas1,,,3.0,,,gamma
915,Abtb1,,5.0,1.0,,2.0,expo
916,Abtb2,,1.0,,,,expo
917,Acaa2,,,6.0,,,gamma
918,Acad10,,,1.0,,,gamma
919,Acad11,,1.0,,,,expo
920,Acad8,,3.0,1.0,,2.0,expo
921,Acad9,,1.0,3.0,,1.0,gamma
922,Acadl,,3.0,7.0,,4.0,gamma
923,Acadm,,1.0,3.0,,,gamma
924,Acads,,3.0,3.0,1.0,6.0,other
925,Acadvl,1.0,,2.0,,7.0,other
926,Acap1,,1.0,2.0,,1.0,gamma
927,Acap2,,1.0,,,,expo
928,Acat1,,1.0,3.0,,,gamma
929,Acat2,,3.0,5.0,,4.0,gamma
930,Acbd4,,1.0,2.0,,1.0,gamma
931,Acbd5,,,1.0,,,gamma
932,Acbd6,1.0,3.0,4.0,,,gamma
933,Acbd7,,,1.0,,,gamma
934,Accn3,,,,,4.0,other
935,Acd,,1.0,1.0,,4.0,other
936,Ace2,,,1.0,,,gamma
937,Acer2,,,,,1.0,other
938,Acer3,,2.0,,,,expo
939,Ache,,,1.0,,,gamma
940,Acin1,2.0,3.0,4.0,,2.0,gamma
941,Ackr1,,,1.0,,,gamma
942,Acly,1.0,4.0,2.0,,3.0,expo
943,Acn9,,3.0,2.0,,,expo
944,Aco1,,1.0,1.0,,2.0,other
945,Aco2,,7.0,1.0,2.0,3.0,expo
946,Acod1,,,1.0,,,gamma
947,Acot1,,3.0,2.0,,,expo
948,Acot10,1.0,,,1.0,7.0,other
949,Acot11,,1.0,4.0,2.0,3.0,gamma
950,Acot12,,,1.0,,,gamma
951,Acot4,,1.0,,,,expo
952,Acot7,,2.0,5.0,,1.0,gamma
953,Acot8,,1.0,,,,expo
954,Acox1,,1.0,2.0,,,gamma
955,Acox2,,,1.0,,,gamma
956,Acox3,,,1.0,,,gamma
957,Acoxl,1.0,2.0,1.0,,,expo
958,Acp2,,1.0,1.0,1.0,2.0,other
959,Acp5,,1.0,3.0,,,gamma
960,Acpl2,,1.0,,,,expo
961,Acrbp,,2.0,1.0,,1.0,expo
962,Acsf2,,1.0,,,2.0,other
963,Acsl1,1.0,3.0,1.0,,4.0,other
964,Acsl3,,2.0,1.0,,1.0,expo
965,Acsl5,1.0,,4.0,,2.0,gamma
966,Acsl6,2.0,3.0,4.0,1.0,1.0,gamma
967,Acsm3,,2.0,2.0,,3.0,other
968,Acsm4,,,,,1.0,other
969,Acss1,,3.0,1.0,,,expo
970,Acss2,,2.0,,,,expo
971,Acta1,,2.0,,,,expo
972,Acta2,,,1.0,,,gamma
973,Actb,1.0,2.0,1.0,,3.0,other
974,Actc1,,,,1.0,,longtail
975,Actg1,,,,,1.0,other
976,Actg2,,1.0,4.0,,1.0,gamma
977,Actl6a,,,3.0,,,gamma
978,Actl6b,1.0,1.0,,,2.0,other
979,Actl7b,,,,,1.0,other
980,Actn1,,5.0,1.0,6.0,,longtail
981,Actn2,,,1.0,4.0,2.0,longtail
982,Actr10,1.0,4.0,,,2.0,expo
983,Actr1a,,1.0,2.0,,1.0,gamma
984,Actr1b,2.0,1.0,2.0,,3.0,other
985,Actr2,,3.0,,,,expo
986,Actr3,,4.0,1.0,2.0,3.0,expo
987,Actr3b,1.0,3.0,2.0,,1.0,expo
988,Actr5,,2.0,2.0,,4.0,other
989,Actr6,,2.0,1.0,,1.0,expo
990,Acvr1,,3.0,,,1.0,expo
991,Acvr1c,,,5.0,,,gamma
992,Acvr2a,,2.0,,1.0,1.0,expo
993,Acvr2b,,4.0,1.0,,,expo
994,Acvrl1,,2.0,6.0,,1.0,gamma
995,Acy1,,2.0,7.0,,2.0,gamma
996,Acyp1,,,,,1.0,other
997,Acyp2,2.0,1.0,,,,bimodal
998,Ada,,4.0,3.0,,,expo
999,Adam10,,,2.0,,1.0,gamma
1000,Adam15,2.0,3.0,2.0,1.0,6.0,other
1001,Adam17,,1.0,,,2.0,other
1002,Adam19,,1.0,2.0,,1.0,gamma
1003,Adam1a,,,2.0,,,gamma
1004,Adam23,,,1.0,,,gamma
1005,Adam3,,,1.0,,,gamma
1006,Adam33,,,2.0,,,gamma
1007,Adam4,,3.0,,,6.0,other
1008,Adamdec1,,1.0,,,,expo
1009,Adamts1,,,,,1.0,other
1010,Adamts10,1.0,2.0,1.0,,1.0,expo
1011,Adamts14,,,,1.0,,longtail
1012,Adamts17,,,,,1.0,other
1013,Adamts18,1.0,,,,,bimodal
1014,Adamts19,,1.0,,,,expo
1015,Adamts2,,1.0,,,,expo
1016,Adamts3,,,,1.0,,longtail
1017,Adamts4,,,,,1.0,other
1018,Adamts6,,1.0,,,,expo
1019,Adamts7,,1.0,,,,expo
1020,Adamts8,,,,,1.0,other
1021,Adamts9,,,1.0,,,gamma
1022,Adamtsl1,,,1.0,,,gamma
1023,Adamtsl4,,4.0,3.0,,,expo
1024,Adamtsl5,,,4.0,,,gamma
1025,Adap2,,,1.0,,,gamma
1026,Adar,1.0,3.0,4.0,,5.0,other
1027,Adat1,,,4.0,,2.0,gamma
1028,Adat3,,,2.0,,,gamma
1029,Adc,1.0,,2.0,1.0,1.0,gamma
1030,Adck1,,,,,6.0,other
1031,Adck2,,,,,1.0,other
1032,Adcy1,,,1.0,,,gamma
1033,Adcy2,,,1.0,,,gamma
1034,Adcy4,,,1.0,,,gamma
1035,Adcy5,,1.0,,,,expo
1036,Adcy6,,2.0,1.0,1.0,,expo
1037,Adcy9,1.0,,,,4.0,other
1038,Adcyap1r1,,,,,1.0,other
1039,Add3,1.0,4.0,2.0,,1.0,expo
1040,Adfp,,,1.0,,3.0,other
1041,Adgra1,,1.0,2.0,,,gamma
1042,Adgra3,,,,,1.0,other
1043,Adgrd1,,,2.0,,1.0,gamma
1044,Adgre5,,,,,3.0,other
1045,Adgrg3,,,,,1.0,other
1046,Adgrg5,1.0,2.0,,,1.0,expo
1047,Adgrg6,,,1.0,,,gamma
1048,Adgrl1,,4.0,1.0,,,expo
1049,Adgrl2,,,1.0,,,gamma
1050,Adgrl4,,,1.0,,,gamma
1051,Adh1,1.0,2.0,1.0,3.0,2.0,longtail
1052,Adh4,,2.0,8.0,,,gamma
1053,Adipoq,,,,1.0,,longtail
1054,Adipor1,1.0,3.0,2.0,1.0,1.0,expo
1055,Adk,,2.0,1.0,,,expo
1056,Adm,,,1.0,,,gamma
1057,Adnp2,,,2.0,,1.0,gamma
1058,Adora1,,1.0,,,2.0,other
1059,Adora2a,,1.0,2.0,,,gamma
1060,Adora2b,,6.0,,1.0,,expo
1061,Adora3,,,3.0,,2.0,gamma
1062,Adpgk,2.0,3.0,4.0,,5.0,other
1063,Adprh,,1.0,1.0,,2.0,other
1064,Adprhl2,1.0,,1.0,,3.0,other
1065,Adprm,,2.0,4.0,,1.0,gamma
1066,Adra1a,,,1.0,,,gamma
1067,Adra2a,,,1.0,,,gamma
1068,Adra2c,,,1.0,,,gamma
1069,Adrb1,,,2.0,,,gamma
1070,Adrb2,,8.0,,,2.0,expo
1071,Adrbk1,,,1.0,,,gamma
1072,Adrbk2,,4.0,,1.0,,expo
1073,Adrm1,,,2.0,,1.0,gamma
1074,Adsl,,,4.0,,,gamma
1075,Adss,,,2.0,1.0,1.0,gamma
1076,Adssl1,1.0,,3.0,,2.0,gamma
1077,Aebp1,,,1.0,,,gamma
1078,Aebp2,,1.0,4.0,1.0,,gamma
1079,Afap1l2,,,1.0,,,gamma
1080,Aff1,,,2.0,,1.0,gamma
1081,Aff3,,1.0,,,,expo
1082,Afg1l,,1.0,,,,expo
1083,Afg3l1,1.0,3.0,5.0,2.0,,gamma
1084,Afmid,1.0,,,,3.0,other
1085,Afp,,,,1.0,,longtail
1086,Aftph,2.0,2.0,7.0,,,gamma
1087,Agap1,,,1.0,,,gamma
1088,Agap3,,1.0,2.0,,1.0,gamma
1089,Agbl5,,1.0,,,,expo
1090,Agfg2,,1.0,2.0,,1.0,gamma
1091,Aggf1,1.0,,3.0,,2.0,gamma
1092,Agl,,6.0,4.0,,3.0,expo
1093,Agmat,,1.0,,,,expo
1094,Ago1,,,1.0,,,gamma
1095,Agpat3,,2.0,4.0,,2.0,gamma
1096,Agpat5,,,4.0,,1.0,gamma
1097,Agpat9,,,1.0,,,gamma
1098,Agps,,1.0,1.0,,4.0,other
1099,Agrn,,3.0,,,4.0,other
1100,Agrp,,,4.0,,,gamma
1101,Agt,,1.0,,,2.0,other
1102,Agtr1a,,,2.0,,,gamma
1103,Agtr1b,,,,,2.0,other
1104,Agtrap,,2.0,,3.0,2.0,longtail
1105,Agxt2,,3.0,,1.0,,expo
1106,Agxt2l1,,1.0,,,,expo
1107,Ahctf1,,2.0,,1.0,,expo
1108,Ahcy,1.0,3.0,4.0,,,gamma
1109,Ahcyl1,,,3.0,,,gamma
1110,Ahcyl2,,1.0,4.0,,2.0,gamma
1111,Ahdc1,,3.0,1.0,,1.0,expo
1112,Ahi1,,5.0,,,,expo
1113,Ahnak,2.0,2.0,7.0,,1.0,gamma
1114,Ahnak2,,,1.0,,,gamma
1115,Ahr,,2.0,3.0,,1.0,gamma
1116,Ahsa1,,,2.0,,1.0,gamma
1117,Ahsa2,1.0,1.0,2.0,,,gamma
1118,Aicda,,,1.0,,,gamma
1119,Aida,,1.0,2.0,,,gamma
1120,Aif1,,2.0,1.0,,,expo
1121,Aif1l,,,1.0,,2.0,other
1122,Aifm1,,,2.0,,1.0,gamma
1123,Aifm2,2.0,2.0,4.0,,1.0,gamma
1124,Aig1,,4.0,2.0,,1.0,expo
1125,Aim1,,,,,1.0,other
1126,Aim2,,2.0,,1.0,,expo
1127,Aimp2,,1.0,3.0,,,gamma
1128,Aip,,,,,2.0,other
1129,Aipl1,,,1.0,,,gamma
1130,Ak1,,4.0,2.0,,1.0,expo
1131,Ak2,,1.0,2.0,3.0,2.0,longtail
1132,Ak3,,,3.0,,1.0,gamma
1133,Ak3l1,,2.0,3.0,,,gamma
1134,Ak4,,3.0,,2.0,2.0,expo
1135,Ak6,,,2.0,,,gamma
1136,Akap1,,1.0,3.0,,,gamma
1137,Akap10,,6.0,3.0,,4.0,expo
1138,Akap12,,3.0,1.0,,,expo
1139,Akap13,,,1.0,,,gamma
1140,Akap17b,,,,,1.0,other
1141,Akap2,,,1.0,,3.0,other
1142,Akap6,,,,,1.0,other
1143,Akap7,,2.0,4.0,,1.0,gamma
1144,Akap8,,1.0,5.0,,2.0,gamma
1145,Akap8l,,2.0,1.0,,,expo
1146,Akip1,,,2.0,,,gamma
1147,Akirin1,,,,,2.0,other
1148,Akna,,,3.0,,,gamma
1149,Akr1a4,,1.0,,,,expo
1150,Akr1b3,,,3.0,,1.0,gamma
1151,Akr1b3 ,,,,,2.0,other
1152,Akr1b7,,,1.0,,,gamma
1153,Akr1b8,,3.0,4.0,,2.0,gamma
1154,Akr1c13,,4.0,1.0,,1.0,expo
1155,Akr1c18,,1.0,1.0,2.0,1.0,longtail
1156,Akr1c19,,,,,1.0,other
1157,Akr1cl,,,1.0,,,gamma
1158,Akr1e1,,1.0,4.0,,5.0,other
1159,Akt1,,1.0,2.0,,1.0,gamma
1160,Akt2,,2.0,,,1.0,expo
1161,Akt3,1.0,1.0,1.0,,2.0,other
1162,Alad,,,7.0,,,gamma
1163,Alas1,,6.0,1.0,1.0,3.0,expo
1164,Alas2,,,1.0,,,gamma
1165,Aldh1a1,,,,,1.0,other
1166,Aldh1a2,1.0,,,,,bimodal
1167,Aldh1a3,,,1.0,,,gamma
1168,Aldh1a7,,,1.0,,,gamma
1169,Aldh1b1,,1.0,1.0,,2.0,other
1170,Aldh1l1,,2.0,,,,expo
1171,Aldh1l2,,1.0,4.0,,,gamma
1172,Aldh2,,,3.0,,1.0,gamma
1173,Aldh3a1,,,1.0,,,gamma
1174,Aldh3a2,,2.0,1.0,,1.0,expo
1175,Aldh3b1,,,1.0,,,gamma
1176,Aldh4a1,,,1.0,,,gamma
1177,Aldh5a1,1.0,,1.0,,2.0,other
1178,Aldh6a1,,5.0,3.0,,,expo
1179,Aldh7a1,,2.0,,,1.0,expo
1180,Aldoa,,8.0,1.0,1.0,,expo
1181,Aldob,,,1.0,,,gamma
1182,Aldoc,1.0,1.0,5.0,,2.0,gamma
1183,Alg1,,3.0,1.0,,2.0,expo
1184,Alg11,,2.0,1.0,,,expo
1185,Alg12,1.0,1.0,1.0,3.0,4.0,other
1186,Alg14,,1.0,,,,expo
1187,Alg2,,,1.0,,,gamma
1188,Alg5,,1.0,1.0,,2.0,other
1189,Alg6,,,1.0,,3.0,other
1190,Alg9,,1.0,2.0,,1.0,gamma
1191,Alk,,,2.0,,,gamma
1192,Alkbh3,,,1.0,,,gamma
1193,Alkbh4,,2.0,,6.0,,longtail
1194,Alkbh5,1.0,4.0,3.0,,,expo
1195,Alkbh7,,1.0,,,2.0,other
1196,Alkbh8,,1.0,2.0,,,gamma
1197,Alox15,,1.0,,,,expo
1198,Alox5,,1.0,,,,expo
